"","X","year","month","date","home","h_points","away","a_points","winner","win_status","winning_margin","home_id","away_id","h_avg_points","a_avg_points","h_avg_fg","a_avg_fg","h_avg_fga","a_avg_fga","h_avg_3p","a_avg_3p","h_avg_3pa","a_avg_3pa","h_avg_ft","a_avg_ft","h_avg_orb","a_avg_orb","h_avg_drb","a_avg_drb","h_avg_ast","a_avg_ast","h_avg_stl","a_avg_stl","h_avg_blk","a_avg_blk","h_avg_tov","a_avg_tov","h_avg_pf","a_avg_pf","h_avg_tsp","a_avg_tsp","h_avg_ortg","a_avg_ortg","h_avg_drtg","a_avg_drtg","h_win_perc","a_win_perc","h_back","a_back"
"251",164,2016,"11",30," CHI",90," LAL",96," LAL","Away",6," CHI17"," LAL20",105.333333333333,108.2,39.3333333333333,40.6,88.1333333333333,87.4666666666667,7,9.6,20.9333333333333,25.6666666666667,19.6666666666667,17.4,13.6,10.6,35.2,33.7333333333333,21.0666666666667,23.2666666666667,7.6,8.13333333333333,5.26666666666667,3.73333333333333,12.2,14.3333333333333,16.9333333333333,19.9333333333333,0.5344,0.557733333333333,111.486666666667,109.493333333333,105.12,112.233333333333,0.6,0.533333333333333,0,1
"329",166,2016,"12",1," CHO",97," DAL",87," CHO","Home",10," CHO17"," DAL16",103.466666666667,89.6,36.8,33.2666666666667,84.1333333333333,80.9333333333333,10.2666666666667,8.66666666666667,28.3333333333333,27.4,19.6,14.4,8.46666666666667,8.93333333333333,35.8666666666667,30.6,23.4,17.7333333333333,6.93333333333333,7.4,5,3.73333333333333,11.1333333333333,11.9333333333333,16.4666666666667,18.6666666666667,0.5414,0.503933333333333,107.02,98.7133333333333,105.16,109.586666666667,0.6,0.133333333333333,0,1
"172",167,2016,"12",1," BRK",93," MIL",111," MIL","Away",18," BRK17"," MIL16",104.066666666667,104.533333333333,37.2,39.8,84.8666666666667,86,11.1333333333333,8.26666666666667,33.8,23.9333333333333,18.5333333333333,16.6666666666667,8.8,10.3333333333333,34.2666666666667,33.8666666666667,20.5333333333333,25.1333333333333,7.93333333333333,8.86666666666667,4.26666666666667,5.26666666666667,16.7333333333333,13.3333333333333,20,21.2,0.5494,0.549066666666667,102.66,108.613333333333,112.1,107.466666666667,0.266666666666667,0.533333333333333,0,0
"405",168,2016,"12",1," CLE",94," LAC",113," LAC","Away",19," CLE17"," LAC19",110.933333333333,108.2,38.8,38.0666666666667,86.4,80.9333333333333,13.8666666666667,10.2,35.4666666666667,25.8666666666667,19.4666666666667,21.8666666666667,10.3333333333333,7.93333333333333,34.6,33.9333333333333,22.3333333333333,22.6666666666667,6.53333333333333,9.53333333333333,4.8,5.06666666666667,12.7333333333333,12,17.5333333333333,19.3333333333333,0.570066666666667,0.5782,114.4,113.806666666667,107.98,103.373333333333,0.8,0.733333333333333,0,0
"1108",169,2016,"12",1," MEM",95," ORL",94," MEM","Home",1," MEM17"," ORL19",96.1333333333333,92.2666666666667,34.6,35.0666666666667,80.7333333333333,84.3333333333333,7.86666666666667,7.86666666666667,24.7333333333333,24.6666666666667,19.0666666666667,14.2666666666667,9.46666666666667,10.3333333333333,30.9333333333333,34.3333333333333,19,20.6666666666667,7.86666666666667,6.33333333333333,5,5.93333333333333,13.4,13,23.8,17.9333333333333,0.5276,0.496266666666667,104.866666666667,98.94,107.686666666667,103.146666666667,0.466666666666667,0.466666666666667,1,0
"1184",170,2016,"12",1," UTA",110," MIA",111," MIA","Away",1," UTA20"," MIA18",99.6,95.4666666666667,36.6,36.2666666666667,79,85.2,8.8,8.06666666666667,26,25.2666666666667,17.6,14.8666666666667,8.4,11.5333333333333,35.7333333333333,32.4,18.1333333333333,19.2666666666667,6.13333333333333,7.8,4.93333333333333,6,11.5333333333333,12,20.1333333333333,21.2666666666667,0.559333333333333,0.502533333333333,109.46,102.36,102.826666666667,105.733333333333,0.6,0.266666666666667,0,1
"1341",171,2016,"12",2," NYK",118," MIN",114," NYK","Home",4," NYK18"," MIN19",103.333333333333,102.6,39.9333333333333,36.9333333333333,89.8666666666667,84.0666666666667,9,8.13333333333333,25.1333333333333,23.9333333333333,14.4666666666667,20.6,12.1333333333333,11.8,32.5333333333333,29.5333333333333,22.0666666666667,21.2666666666667,7.73333333333333,8.53333333333333,5.4,4.66666666666667,12.8,14.4,21.5333333333333,21.2,0.529266666666667,0.536066666666667,108.666666666667,107.68,110.813333333333,110.946666666667,0.466666666666667,0.266666666666667,0,0
"173",173,2016,"12",3," MIL",112," BRK",103," MIL","Home",9," MIL17"," BRK18",105.533333333333,103.4,39.6,36.9333333333333,85.2,85,9.06666666666667,11.2666666666667,25.1333333333333,34.2666666666667,17.2666666666667,18.2666666666667,10.6,8.8,33.7333333333333,33.4666666666667,25.1333333333333,20.5333333333333,9.13333333333333,8.13333333333333,5.6,4.6,14,16.8,20.9333333333333,19.9333333333333,0.5572,0.5458,109.733333333333,102.273333333333,106.566666666667,113.58,0.6,0.2,0,0
"96",174,2016,"12",3," PHI",106," BOS",107," BOS","Away",1," PHI17"," BOS20",95.4,103.666666666667,36.2666666666667,37.8666666666667,83.9333333333333,87.2,10.4666666666667,11.0666666666667,28.6,31.4666666666667,12.4,16.8666666666667,8.8,10.2666666666667,33.2,32.3333333333333,22.6666666666667,23.6666666666667,7.86666666666667,7,5.13333333333333,4.4,16.0666666666667,11.2666666666667,21.2,20.6,0.5228,0.537533333333333,98.9533333333333,108.74,111.846666666667,108.64,0.2,0.533333333333333,1,1
"21",175,2016,"12",3," TOR",128," ATL",84," TOR","Home",44," TOR19"," ATL21",111.333333333333,99.2,39.8666666666667,38.2666666666667,82.8666666666667,84.5333333333333,10.2666666666667,8.46666666666667,25.4666666666667,25.7333333333333,21.3333333333333,14.2,10.1333333333333,9.66666666666667,31.1333333333333,34.4,20.6,22.1333333333333,9.06666666666667,8.46666666666667,4.8,5.46666666666667,11.4666666666667,16.4,21.2666666666667,17,0.592666666666667,0.531733333333333,118.586666666667,100.986666666667,110.62,104.533333333333,0.666666666666667,0.466666666666667,1,1
"253",176,2016,"12",3," DAL",107," CHI",82," DAL","Home",25," DAL17"," CHI19",88.8666666666667,103,33.0666666666667,38.6,81.3333333333333,88.9333333333333,8.73333333333333,6.13333333333333,27.5333333333333,20.3333333333333,14,19.6666666666667,9.13333333333333,13.8666666666667,30.8666666666667,34.2666666666667,18.0666666666667,20.6,7.06666666666667,8.2,3.73333333333333,5.26666666666667,12.0666666666667,11.8666666666667,18.9333333333333,17.3333333333333,0.498733333333333,0.5172,97.9933333333333,108.84,109.02,105.64,0.133333333333333,0.533333333333333,0,1
"1185",177,2016,"12",3," POR",99," MIA",92," POR","Home",7," POR18"," MIA19",109.6,96.2666666666667,40,36.7333333333333,87.7333333333333,85.6,11.2666666666667,8.13333333333333,31.5333333333333,25.2,18.3333333333333,14.6666666666667,10,12,32.2666666666667,32.2,22.2,19.0666666666667,6.86666666666667,7.8,4.2,5.73333333333333,13.0666666666667,11.6,21.7333333333333,20.6666666666667,0.561933333333333,0.505666666666667,111.533333333333,104.006666666667,115.366666666667,106.8,0.466666666666667,0.333333333333333,0,0
"1417",178,2016,"12",4," OKC",101," NOP",92," OKC","Home",9," OKC17"," NOP18",105,101.266666666667,39.9333333333333,37.7333333333333,86.3333333333333,83.2666666666667,8.86666666666667,7.53333333333333,25.2666666666667,22.9333333333333,16.2666666666667,18.2666666666667,10.4666666666667,7.93333333333333,34,35.0666666666667,22.0666666666667,22.1333333333333,7.06666666666667,7.66666666666667,5.53333333333333,6,14.9333333333333,12.2666666666667,20.3333333333333,17.2666666666667,0.545866666666667,0.541066666666667,108.053333333333,104.933333333333,106.233333333333,108.193333333333,0.533333333333333,0.4,0,0
"1492",179,2016,"12",4," NYK",106," SAC",98," NYK","Home",8," NYK19"," SAC17",105.266666666667,101.666666666667,40.3333333333333,36.8666666666667,89.8666666666667,81.9333333333333,9.33333333333333,8.86666666666667,25.7333333333333,23.9333333333333,15.2666666666667,19.0666666666667,12.3333333333333,9.13333333333333,32.3333333333333,31.6666666666667,22.6,22.8666666666667,7.93333333333333,7.6,5.2,4.2,13.0666666666667,13.6,21.4,20.7333333333333,0.536866666666667,0.549066666666667,110.386666666667,108.333333333333,111.34,111.313333333333,0.533333333333333,0.4,0,0
"559",180,2016,"12",5," PHI",98," DEN",106," DEN","Away",8," PHI18"," DEN18",97.6666666666667,104.2,36.7333333333333,38.4666666666667,83.6666666666667,88.8,11.1333333333333,9.6,29.6,25.2,13.0666666666667,17.6666666666667,9.06666666666667,13.1333333333333,32.8666666666667,34.8666666666667,22.9333333333333,21.3333333333333,7.6,6,5,4.13333333333333,15.7333333333333,15.2666666666667,21.4,20.5333333333333,0.535466666666667,0.5258,101.88,106.573333333333,112.72,110.726666666667,0.2,0.4,0,0
"22",181,2016,"12",5," ATL",99," OKC",102," OKC","Away",3," ATL22"," OKC18",97.3333333333333,104.2,37.6,39.6666666666667,84.7333333333333,85.9333333333333,8.4,8.66666666666667,26.2666666666667,25.4,13.7333333333333,16.2,9.66666666666667,10.5333333333333,34,34.8666666666667,21.6,21.7333333333333,7.8,6.53333333333333,5.4,5.46666666666667,16.3333333333333,14.6666666666667,17,19.8666666666667,0.5224,0.542666666666667,99.48,107.466666666667,107.066666666667,106.126666666667,0.4,0.533333333333333,0,1
"254",182,2016,"12",5," CHI",110," POR",112," POR","Away",2," CHI20"," POR19",101.8,109.266666666667,38.4,39.9333333333333,88.2666666666667,87.9333333333333,5.86666666666667,10.9333333333333,19.8666666666667,30.5333333333333,19.1333333333333,18.4666666666667,13.6,10.4,34.1333333333333,32.8666666666667,19.8,21.9333333333333,8,6.46666666666667,5.13333333333333,4.53333333333333,11.9333333333333,12.4,17.5333333333333,21.7333333333333,0.516066666666667,0.558666666666667,107.986666666667,111.953333333333,106.173333333333,113.833333333333,0.533333333333333,0.533333333333333,0,0
"1262",183,2016,"12",5," MIL",96," SAS",97," SAS","Away",1," MIL18"," SAS21",105.666666666667,102.2,39.5333333333333,36.9333333333333,85,79.3333333333333,8.93333333333333,8.73333333333333,25.2666666666667,22.2,17.6666666666667,19.6,10.5333333333333,8.53333333333333,33.9333333333333,32.2,25.1333333333333,23.0666666666667,8.8,8.06666666666667,5.93333333333333,5.86666666666667,13.8,12.6666666666667,21,16.9333333333333,0.557,0.568,109.693333333333,110.726666666667,106.08,107.226666666667,0.6,0.8,0,0
"330",184,2016,"12",5," DAL",101," CHO",109," CHO","Away",8," DAL18"," CHO18",89.8666666666667,103.466666666667,33.6,36.8,81.4,82.9333333333333,8.86666666666667,10.1333333333333,27.5333333333333,28.0666666666667,13.8,19.7333333333333,9.13333333333333,7.86666666666667,30.8,35.8,19,23.6666666666667,7.26666666666667,6.6,3.66666666666667,4.8,12.1333333333333,11.2666666666667,19.0666666666667,16.3333333333333,0.504,0.546733333333333,99.3266666666667,107.393333333333,108.4,105.22,0.2,0.6,0,0
"717",185,2016,"12",5," GSW",142," IND",106," GSW","Home",36," GSW20"," IND17",120,101.133333333333,44.0666666666667,39.2,85.7333333333333,86.0666666666667,13.2,7.53333333333333,31.5333333333333,22.5333333333333,18.6666666666667,15.2,9.13333333333333,9,34.6,31.8666666666667,31.8666666666667,22.0666666666667,9.26666666666667,8.66666666666667,7.06666666666667,6.26666666666667,14.6,13.8666666666667,19.2666666666667,19.7333333333333,0.6248,0.537,120.966666666667,104.813333333333,104.133333333333,107.94,0.933333333333333,0.466666666666667,0,1
"1033",186,2016,"12",5," LAL",101," UTA",107," UTA","Away",6," LAL23"," UTA22",102.666666666667,101.733333333333,38.3333333333333,37.2666666666667,86.1333333333333,78.6,8.8,9,24.3333333333333,26.2666666666667,17.2,18.2,11.2,8.13333333333333,33.4,35.2,21.7333333333333,18.8666666666667,7.93333333333333,6.13333333333333,3.06666666666667,5.2,14.8,11.2666666666667,19.5333333333333,19.2666666666667,0.5356,0.5754,105.713333333333,112.18,113.126666666667,105.306666666667,0.4,0.6,0,0
"1649",187,2016,"12",6," WAS",116," ORL",124," ORL","Away",8," WAS17"," ORL22",103.466666666667,92.5333333333333,39.8,35.1333333333333,86.8666666666667,82.7333333333333,7.86666666666667,7.93333333333333,21.4666666666667,24,16,14.3333333333333,11.3333333333333,9.2,31.4666666666667,35.6,21.2,19.8666666666667,8.86666666666667,6.66666666666667,3.93333333333333,6.13333333333333,13.2666666666667,13.3333333333333,22,18.2666666666667,0.540466666666667,0.506466666666667,108.26,98.9133333333333,109.466666666667,102.393333333333,0.4,0.4,1,0
"1110",188,2016,"12",6," MEM",96," PHI",91," MEM","Home",5," MEM19"," PHI19",97.0666666666667,97.4666666666667,35.2666666666667,36.4,81.1333333333333,84,8.13333333333333,11.2666666666667,24.6666666666667,30.3333333333333,18.4,13.4,9.66666666666667,9.4,31.4,32.6666666666667,20.4,22.4,8,8.06666666666667,5.66666666666667,5.13333333333333,12.6666666666667,15.8666666666667,23.2666666666667,21.7333333333333,0.532533333333333,0.5312,106.486666666667,101.42,106.08,112.653333333333,0.6,0.2,0,1
"1800",189,2016,"12",6," UTA",112," PHO",105," UTA","Home",7," UTA23"," PHO18",101.266666666667,106.2,37.2666666666667,39.1333333333333,78.9333333333333,88.1333333333333,9.33333333333333,8.2,26.7333333333333,23.6666666666667,17.4,19.7333333333333,8.4,11.6666666666667,35.2666666666667,32.2666666666667,19.2,18.9333333333333,6.06666666666667,8.8,5.4,4.46666666666667,11.4,16,19.2,25,0.5718,0.534266666666667,111.793333333333,104.6,104.833333333333,111.72,0.6,0.266666666666667,1,0
"331",190,2016,"12",7," CHO",87," DET",77," CHO","Home",10," CHO19"," DET24",104.2,101.2,37.3333333333333,40.5333333333333,82.9333333333333,86.9333333333333,9.73333333333333,7.6,27.1333333333333,21.3333333333333,19.8,12.5333333333333,8.06666666666667,9.53333333333333,36.6,34.4666666666667,23.6,21.4,6.2,6.33333333333333,4.73333333333333,3.8,11.5333333333333,10.2666666666667,16.4666666666667,17,0.5516,0.5372,108.333333333333,109.693333333333,105.16,104.706666666667,0.666666666666667,0.533333333333333,0,1
"98",191,2016,"12",7," ORL",87," BOS",117," BOS","Away",30," ORL23"," BOS22",95.4666666666667,102.6,35.8,37.4,82.6,86.4666666666667,8.13333333333333,11.0666666666667,23.7333333333333,31.5333333333333,15.7333333333333,16.7333333333333,9.33333333333333,9.93333333333333,35.7333333333333,32.7333333333333,19.6,23.2,6.73333333333333,7.33333333333333,6.53333333333333,4.2,13.1333333333333,11.4,17.9333333333333,19.8666666666667,0.517866666666667,0.5372,101.473333333333,108.34,102.146666666667,106.773333333333,0.466666666666667,0.6,1,0
"23",192,2016,"12",7," ATL",103," MIA",95," ATL","Home",8," ATL23"," MIA21",96.6,97.8,37.1333333333333,37.4666666666667,84.4666666666667,85.8,8.13333333333333,8.4,25.8,25.3333333333333,14.2,14.4666666666667,9.4,12,33.3333333333333,32.7333333333333,21.8666666666667,19.9333333333333,8.6,7.53333333333333,5.33333333333333,5.6,16.2666666666667,11.4666666666667,17.2,20.1333333333333,0.518533333333333,0.511933333333333,98.5533333333333,105.453333333333,106.613333333333,108.013333333333,0.333333333333333,0.333333333333333,0,1
"175",193,2016,"12",7," BRK",116," DEN",111," BRK","Home",5," BRK20"," DEN19",104.733333333333,104.466666666667,37.2,38.2,84.4666666666667,88.4666666666667,11.6666666666667,9.86666666666667,34.4666666666667,25.5333333333333,18.6666666666667,18.2,8.53333333333333,13.3333333333333,34.1333333333333,34.7333333333333,21.1333333333333,20.8666666666667,7.26666666666667,6.2,4.53333333333333,4.53333333333333,16.9333333333333,15.2,20.2,20.2666666666667,0.553066666666667,0.527733333333333,103.52,106.993333333333,113.633333333333,110.8,0.2,0.4,0,0
"1263",194,2016,"12",7," MIL",115," POR",107," MIL","Home",8," MIL19"," POR20",106.533333333333,109.733333333333,39.2666666666667,40.5333333333333,84.0666666666667,88.8,9.06666666666667,10.7333333333333,25.7333333333333,30.0666666666667,18.9333333333333,17.9333333333333,10.3333333333333,10.6,34.3333333333333,32.4,24.7333333333333,22.2,8.4,6.46666666666667,6.13333333333333,4.86666666666667,13.9333333333333,12.0666666666667,21,22.2,0.563733333333333,0.5574,110.453333333333,112.366666666667,105.84,114.8,0.6,0.533333333333333,0,0
"873",195,2016,"12",7," PHO",94," IND",109," IND","Away",15," PHO19"," IND18",106.666666666667,101.466666666667,39.4,38.6666666666667,88.1333333333333,85.8666666666667,8.26666666666667,7.26666666666667,23.8666666666667,22.3333333333333,19.6,16.8666666666667,11.8,9.06666666666667,31.9333333333333,32.2666666666667,18.6,21.1333333333333,8.4,8.8,4.46666666666667,6.13333333333333,15.8,13.9333333333333,24.6666666666667,20.0666666666667,0.537666666666667,0.5356,105.753333333333,104.34,112.226666666667,108.54,0.266666666666667,0.466666666666667,1,0
"718",196,2016,"12",7," LAC",98," GSW",115," GSW","Away",17," LAC22"," GSW21",110.266666666667,121.333333333333,38.7333333333333,44.6,80.6,86.7333333333333,10.8,13.2,26.7333333333333,32,22,18.9333333333333,9,9.2,33.9333333333333,35.0666666666667,23.6,33.0666666666667,8.2,9.46666666666667,5.06666666666667,7,12.2666666666667,14.3333333333333,20.2,19.5333333333333,0.5904,0.6242,116.48,121.586666666667,106.366666666667,104.26,0.733333333333333,0.933333333333333,0,0
"1111",197,2016,"12",8," MEM",88," POR",86," MEM","Home",2," MEM20"," POR21",97.6,110.2,35.4,40.8666666666667,81.2666666666667,89.7333333333333,7.66666666666667,10.9333333333333,24.0666666666667,30.5333333333333,19.1333333333333,17.5333333333333,9.6,10.9333333333333,31.8,32.5333333333333,19.8666666666667,22.6,8.26666666666667,6.46666666666667,5.4,4.8,12.3333333333333,12.0666666666667,23.0666666666667,22,0.532733333333333,0.5554,106.833333333333,112.48,105.32,115.906666666667,0.666666666666667,0.466666666666667,0,1
"719",198,2016,"12",8," UTA",99," GSW",106," GSW","Away",7," UTA24"," GSW22",101.466666666667,122.533333333333,36.8,44.8,78.1333333333333,86.9333333333333,9.4,13.3333333333333,27.2666666666667,31.9333333333333,18.4666666666667,19.6,8.13333333333333,9.4,34.8666666666667,35.2666666666667,19.4,33.4666666666667,5.86666666666667,9.33333333333333,5.13333333333333,7.13333333333333,11.7333333333333,13.6666666666667,19.2666666666667,20.2666666666667,0.575933333333333,0.627733333333333,111.813333333333,123.306666666667,106.153333333333,103.493333333333,0.6,1,0,1
"332",199,2016,"12",9," CHO",109," ORL",88," CHO","Home",21," CHO20"," ORL24",102.733333333333,94.1333333333333,36.7333333333333,35.2666666666667,83.5333333333333,82.3333333333333,9.26666666666667,8.33333333333333,26.2666666666667,23.8666666666667,20,15.2666666666667,7.8,9.06666666666667,37.3333333333333,35.8666666666667,22.8,19.6,6.13333333333333,7.06666666666667,4.66666666666667,6.26666666666667,10.8666666666667,13.3333333333333,16.0666666666667,18.4,0.5402,0.5132,106.74,99.9533333333333,103.986666666667,101.613333333333,0.666666666666667,0.466666666666667,0,0
"99",200,2016,"12",9," BOS",94," TOR",101," TOR","Away",7," BOS23"," TOR22",104.2,115.6,37.9333333333333,41.4666666666667,86.6666666666667,84.3333333333333,10.8666666666667,11.2666666666667,31.2,25.6666666666667,17.4666666666667,21.4,10.2,10.6666666666667,33.6666666666667,30.5333333333333,23.7333333333333,21.8,7.46666666666667,8.93333333333333,4.2,5.13333333333333,11.3333333333333,11,19.8666666666667,20.7333333333333,0.543333333333333,0.6062,109.88,122.833333333333,104.333333333333,112.006666666667,0.666666666666667,0.666666666666667,0,1
"409",201,2016,"12",9," CLE",114," MIA",84," CLE","Home",30," CLE21"," MIA22",110,97.8,38.7333333333333,37.3333333333333,85.2,85.2666666666667,14,8.26666666666667,34.6,25.2,18.5333333333333,14.8666666666667,9.93333333333333,11.6,34.6666666666667,32.2666666666667,22.5333333333333,19.8,6.46666666666667,7.4,4.4,5.66666666666667,13.8666666666667,11.6666666666667,17.2666666666667,19.9333333333333,0.575066666666667,0.514133333333333,113.793333333333,105.38,108.173333333333,108.3,0.666666666666667,0.333333333333333,0,0
"644",202,2016,"12",9," MIN",90," DET",117," DET","Away",27," MIN22"," DET25",103.533333333333,100.6,37.9333333333333,40.6666666666667,83.6666666666667,87.8,8.2,7.53333333333333,24.4,21.4666666666667,19.4666666666667,11.7333333333333,11.4,9.4,30.0666666666667,35.6,22,21.8666666666667,7.66666666666667,6.4,4.26666666666667,4.06666666666667,13.9333333333333,10.3333333333333,21.8,17.2666666666667,0.546933333333333,0.531333333333333,109.886666666667,108.246666666667,113.286666666667,103.166666666667,0.266666666666667,0.533333333333333,1,0
"798",203,2016,"12",9," OKC",99," HOU",102," HOU","Away",3," OKC19"," HOU22",105.333333333333,112.533333333333,39.8666666666667,40.6666666666667,85.6666666666667,86,9,14.4,26.1333333333333,37.2,16.6,16.8,10.4,11.3333333333333,34.4,32.8666666666667,22.5333333333333,24.8,6.6,7.86666666666667,5.53333333333333,5.53333333333333,14.5333333333333,14.7333333333333,20.0666666666667,18.4666666666667,0.548933333333333,0.590266666666667,108.66,116.493333333333,107.253333333333,109.16,0.533333333333333,0.733333333333333,0,0
"483",204,2016,"12",9," DAL",111," IND",103," DAL","Home",8," DAL20"," IND19",90.8,101.066666666667,33.7333333333333,38.2666666666667,81.8666666666667,85.2666666666667,9.26666666666667,7.06666666666667,28.3333333333333,22,14.0666666666667,17.4666666666667,9.46666666666667,9.13333333333333,30.1333333333333,32.6,19.2666666666667,20.9333333333333,7.4,8.86666666666667,3.66666666666667,5.8,12.3333333333333,14.1333333333333,19.0666666666667,19.8,0.505266666666667,0.535,99.9333333333333,104.16,109.793333333333,107.813333333333,0.2,0.466666666666667,0,0
